Amplitude A,Amplitude B,Amplitude C,Ration A/B,Ratio A/C,Ratio B/A,Ratio B/C,Ratio C/A,Ratio C/B,STD Abw. A,STD Abw. B,STD Abw. C,SW OK A,SW OK B,SW OK C,Schwelle A,Schwelle B,Schwelle C
4.64844,2.30469,0.88281,2.25,3.77344,0.4375,1.67188,0.25781,0.59375,3.53906,1.48438,0.92969,82.77344,77.85156,99.64844,5.7,1.65,1.975
4.24219,1.92969,0.88281,2.25,3.77344,0.4375,1.67188,0.25781,0.59375,3.53906,1.48438,0.92969,82.77344,77.85156,99.64844,5.7,1.65,1.975
4.24219,1.92969,0.88281,2.24219,3.8125,0.4375,1.69531,0.25781,0.58594,3.53906,1.48438,0.92969,82.23438,78.86719,99.64844,5.7,1.65,1.975
2.21875,1.26563,0.78906,2.24219,3.8125,0.4375,1.69531,0.25781,0.58594,3.53906,1.48438,0.92969,82.23438,78.86719,99.64844,5.7,1.65,1.975
2.21875,1.26563,0.78906,2.22656,3.78906,0.44531,1.69531,0.25781,0.58594,3.53906,1.48438,0.92969,82.23438,78.79688,99.64844,5.7,1.65,1.975
5.23438,1.92188,1.58594,2.22656,3.78906,0.44531,1.69531,0.25781,0.58594,3.5625,1.49219,0.9375,82.23438,78.79688,99.64844,5.7,1.65,1.975
5.23438,1.92188,1.58594,2.25,3.76563,0.4375,1.67188,0.25781,0.59375,3.5625,1.49219,0.9375,82.23438,78.07031,99.64844,5.7,1.65,1.975
3.97656,1.76563,1.40625,2.25,3.76563,0.4375,1.67188,0.25781,0.59375,3.5625,1.47656,0.92969,82.23438,78.07031,99.64844,5.7,1.65,1.975
3.97656,1.76563,1.40625,2.26563,3.78125,0.4375,1.66406,0.25781,0.59375,3.5625,1.47656,0.92969,82.23438,77.70313,99.64844,5.7,1.65,1.975
2.46094,1.88281,1.28125,2.26563,3.78125,0.4375,1.66406,0.25781,0.59375,3.5625,1.46875,0.92969,82.23438,77.70313,99.64844,5.7,1.65,1.975
2.46094,1.88281,1.28125,2.27344,3.76563,0.4375,1.64844,0.25781,0.60156,3.5625,1.46875,0.92969,82.23438,77.70313,99.64844,5.7,1.65,1.975
3.14844,1.44531,1.32031,2.27344,3.76563,0.4375,1.64844,0.25781,0.60156,3.52344,1.46094,0.9375,82.23438,77.70313,99.64844,5.7,1.65,1.975
3.14844,1.44531,1.32031,2.26563,3.74219,0.4375,1.64844,0.26563,0.60156,3.52344,1.46094,0.9375,82.64063,76.14844,99.64844,5.7,1.65,1.975
2.625,1.09375,1.32031,2.26563,3.74219,0.4375,1.64844,0.26563,0.60156,3.49219,1.46094,0.92969,82.64063,76.14844,99.64844,5.7,1.65,1.975
2.625,1.09375,1.32031,2.25781,3.6875,0.4375,1.63281,0.26563,0.60938,3.49219,1.46094,0.92969,83.73438,74.72656,99.64844,5.7,1.65,1.975
6.41406,3.125,1.27344,2.25781,3.6875,0.4375,1.63281,0.26563,0.60938,3.49219,1.48438,0.92969,83.73438,74.72656,99.64844,5.7,1.65,1.975
6.41406,3.125,1.27344,2.24219,3.71875,0.44531,1.65625,0.26563,0.60156,3.49219,1.48438,0.92969,83.86719,75.35156,99.64844,5.7,1.65,1.975
4.50781,3.00781,1.03906,2.24219,3.71875,0.44531,1.65625,0.26563,0.60156,3.50781,1.5,0.92969,83.86719,75.35156,99.64844,5.7,1.65,1.975
4.50781,3.00781,1.03906,2.20313,3.71875,0.45313,1.67969,0.26563,0.58594,3.50781,1.5,0.92969,83.66406,76.67969,99.64844,5.7,1.65,1.975
4.875,2.67969,1.74219,2.20313,3.71875,0.45313,1.67969,0.26563,0.58594,3.51563,1.50781,0.9375,83.66406,76.67969,99.64844,5.7,1.65,1.975
4.875,2.67969,1.74219,2.20313,3.70313,0.45313,1.67969,0.26563,0.59375,3.51563,1.50781,0.9375,83.66406,76.9375,99.64844,5.7,1.65,1.975
4.09375,3.21875,1.17188,2.20313,3.70313,0.45313,1.67969,0.26563,0.59375,3.5,1.52344,0.9375,83.66406,76.9375,99.64844,5.7,1.65,1.975
4.09375,3.21875,1.17188,2.17188,3.72656,0.45313,1.71094,0.26563,0.57813,3.5,1.52344,0.9375,83.66406,77.80469,99.64844,5.7,1.65,1.975
4.36719,2.45313,1.11719,2.17188,3.72656,0.45313,1.71094,0.26563,0.57813,3.51563,1.53125,0.92969,83.66406,77.80469,99.64844,5.7,1.65,1.975
4.36719,2.45313,1.11719,2.15625,3.71875,0.46094,1.71875,0.26563,0.57813,3.51563,1.53125,0.92969,83.66406,77.80469,99.64844,5.7,1.65,1.975
5.25,1.80469,1.38281,2.15625,3.71875,0.46094,1.71875,0.26563,0.57813,3.53125,1.52344,0.9375,83.66406,77.80469,99.64844,5.7,1.65,1.975
5.25,1.80469,1.38281,2.16406,3.71094,0.46094,1.71094,0.26563,0.57813,3.53125,1.52344,0.9375,83.61719,77.73438,99.64844,5.7,1.65,1.975
2.14844,2.77344,1.35938,2.16406,3.71094,0.46094,1.71094,0.26563,0.57813,3.53125,1.53906,0.94531,83.61719,77.73438,99.64844,5.7,1.65,1.975
2.14844,2.77344,1.35938,2.14844,3.70313,0.46094,1.71875,0.26563,0.57813,3.53125,1.53906,0.94531,83.61719,77.75781,99.64844,5.7,1.65,1.975
2.85156,2.40625,1.29688,2.14844,3.70313,0.46094,1.71875,0.26563,0.57813,3.51563,1.51563,0.95313,83.61719,77.75781,99.64844,5.7,1.65,1.975
2.85156,2.40625,1.29688,2.14844,3.6875,0.46094,1.71094,0.26563,0.57813,3.51563,1.51563,0.95313,83.61719,77.77344,99.64844,5.7,1.65,1.975
3.76563,1.85156,1.34375,2.14844,3.6875,0.46094,1.71094,0.26563,0.57813,3.51563,1.51563,0.95313,83.61719,77.77344,99.64844,5.7,1.65,1.975
3.76563,1.85156,1.34375,2.15625,3.67188,0.46094,1.70313,0.26563,0.58594,3.51563,1.51563,0.95313,83.61719,78.42969,99.64844,5.7,1.65,1.975
4.09375,0.78125,1.36719,2.15625,3.67188,0.46094,1.70313,0.26563,0.58594,3.50781,1.50781,0.95313,83.61719,78.42969,99.64844,5.7,1.65,1.975
4.09375,0.78125,1.36719,2.17969,3.66406,0.45313,1.67969,0.26563,0.59375,3.50781,1.50781,0.95313,83.61719,76.79688,99.64844,5.7,1.65,1.975
5.13281,1.75,1.69531,2.17969,3.66406,0.45313,1.67969,0.26563,0.59375,3.5,1.50781,0.96094,83.61719,76.79688,99.64844,5.7,1.65,1.975
5.13281,1.75,1.69531,2.19531,3.64063,0.45313,1.65625,0.27344,0.60156,3.5,1.50781,0.96094,83.61719,75.89844,99.64844,5.7,1.65,1.975
5.58594,2.23438,1.38281,2.19531,3.64063,0.45313,1.65625,0.27344,0.60156,3.53125,1.50781,0.96875,83.61719,75.89844,99.64844,5.7,1.65,1.975
5.58594,2.23438,1.38281,2.20313,3.63281,0.45313,1.64844,0.27344,0.60156,3.53125,1.50781,0.96875,83.34375,75.89844,99.64844,5.7,1.65,1.975
4.0625,1.74219,0.82813,2.20313,3.63281,0.45313,1.64844,0.27344,0.60156,3.52344,1.5,0.96094,83.34375,75.89844,99.64844,5.7,1.65,1.975
4.0625,1.74219,0.82813,2.21094,3.67188,0.44531,1.65625,0.26563,0.60156,3.52344,1.5,0.96094,83.10938,76.03125,99.64844,5.7,1.65,1.975
5.0625,2.55469,1.1875,2.21094,3.67188,0.44531,1.65625,0.26563,0.60156,3.52344,1.50781,0.96094,83.10938,76.03125,99.64844,5.7,1.65,1.975
5.0625,2.55469,1.1875,2.19531,3.67188,0.45313,1.67188,0.26563,0.59375,3.52344,1.50781,0.96094,82.71094,76.60156,99.64844,5.7,1.65,1.975
6.36719,2.10938,0.86719,2.19531,3.67188,0.45313,1.67188,0.26563,0.59375,3.54688,1.50781,0.95313,82.71094,76.60156,99.64844,5.7,1.65,1.975
6.36719,2.10938,0.86719,2.21094,3.70313,0.44531,1.67188,0.26563,0.59375,3.54688,1.50781,0.95313,81.58594,76.60156,99.64844,5.7,1.65,1.975
2.80469,1.84375,1.09375,2.21094,3.70313,0.44531,1.67188,0.26563,0.59375,3.54688,1.50781,0.94531,81.58594,76.60156,99.64844,5.7,1.65,1.975
2.80469,1.84375,1.09375,2.20313,3.71875,0.45313,1.6875,0.26563,0.58594,3.54688,1.50781,0.94531,81.58594,76.85938,99.64844,5.7,1.65,1.975
3.64063,1.96094,1.1875,2.20313,3.71875,0.45313,1.6875,0.26563,0.58594,3.52344,1.50781,0.94531,81.58594,76.85938,99.64844,5.7,1.65,1.975
3.64063,1.96094,1.1875,2.19531,3.6875,0.45313,1.67969,0.26563,0.59375,3.52344,1.50781,0.94531,82.88281,76.85938,99.64844,5.7,1.65,1.975
5.63281,2.40625,1.04688,2.19531,3.6875,0.45313,1.67969,0.26563,0.59375,3.53125,1.51563,0.9375,82.88281,76.85938,99.64844,5.7,1.65,1.975
5.63281,2.40625,1.04688,2.1875,3.71875,0.45313,1.69531,0.26563,0.58594,3.53125,1.51563,0.9375,82.83594,76.84375,99.64844,5.7,1.65,1.975
6.99219,0.96094,1.17969,2.1875,3.71875,0.45313,1.69531,0.26563,0.58594,3.57813,1.5,0.9375,82.83594,76.84375,99.64844,5.7,1.65,1.975
6.99219,0.96094,1.17969,2.21875,3.72656,0.44531,1.67969,0.26563,0.59375,3.57813,1.5,0.9375,82.46094,75.39063,99.64844,5.7,1.65,1.975
4.03125,0.91406,0.875,2.21875,3.72656,0.44531,1.67969,0.26563,0.59375,3.57031,1.49219,0.92969,82.46094,75.39063,99.64844,5.7,1.65,1.975
4.03125,0.91406,0.875,2.23438,3.73438,0.44531,1.66406,0.26563,0.59375,3.57031,1.49219,0.92969,82.71875,74.0625,99.64844,5.7,1.65,1.975
4.02344,1.4375,1.125,2.23438,3.73438,0.44531,1.66406,0.26563,0.59375,3.57813,1.47656,0.92969,82.71875,74.0625,99.64844,5.7,1.65,1.975
4.02344,1.4375,1.125,2.25781,3.75,0.4375,1.65625,0.26563,0.60156,3.57813,1.47656,0.92969,82.71875,72.4375,99.64844,5.7,1.65,1.975
6.14063,2.42969,1.11719,2.25781,3.75,0.4375,1.65625,0.26563,0.60156,3.60156,1.49219,0.92188,82.71875,72.4375,99.64844,5.7,1.65,1.975
6.14063,2.42969,1.11719,2.24219,3.73438,0.44531,1.66406,0.26563,0.59375,3.60156,1.49219,0.92188,82.97656,72.61719,99.64844,5.7,1.65,1.975
5.60938,2.38281,1.26563,2.24219,3.73438,0.44531,1.66406,0.26563,0.59375,3.61719,1.5,0.91406,82.97656,72.61719,99.64844,5.7,1.65,1.975
5.60938,2.38281,1.26563,2.24219,3.75,0.44531,1.66406,0.26563,0.59375,3.61719,1.5,0.91406,82.5625,73.13281,99.64844,5.7,1.65,1.975
6.44531,2.94531,1.3125,2.24219,3.75,0.44531,1.66406,0.26563,0.59375,3.63281,1.52344,0.91406,82.5625,73.13281,99.64844,5.7,1.65,1.975
6.44531,2.94531,1.3125,2.23438,3.75781,0.44531,1.67969,0.26563,0.59375,3.63281,1.52344,0.91406,81.88281,73.76563,99.64844,5.7,1.65,1.975
3.40625,1.78906,0.78906,2.23438,3.75781,0.44531,1.67969,0.26563,0.59375,3.58594,1.5,0.91406,81.88281,73.76563,99.64844,5.7,1.65,1.975
3.40625,1.78906,0.78906,2.23438,3.76563,0.44531,1.67969,0.25781,0.59375,3.58594,1.5,0.91406,82.94531,73.47656,99.64844,5.7,1.65,1.975
3.98438,1.64844,1.07031,2.23438,3.76563,0.44531,1.67969,0.25781,0.59375,3.5625,1.50781,0.91406,82.94531,73.47656,99.64844,5.7,1.65,1.975
3.98438,1.64844,1.07031,2.22656,3.75,0.44531,1.67969,0.26563,0.59375,3.5625,1.50781,0.91406,82.94531,73.39844,99.64844,5.7,1.65,1.975
3.19531,1.64844,0.94531,2.22656,3.75,0.44531,1.67969,0.26563,0.59375,3.55469,1.5,0.91406,82.94531,73.39844,99.64844,5.7,1.65,1.975
3.19531,1.64844,0.94531,2.22656,3.73438,0.44531,1.67188,0.26563,0.59375,3.55469,1.5,0.91406,82.94531,72.53906,99.64844,5.7,1.65,1.975
3.60938,2.50781,1.28125,2.22656,3.73438,0.44531,1.67188,0.26563,0.59375,3.55469,1.52344,0.91406,82.94531,72.53906,99.64844,5.7,1.65,1.975
3.60938,2.50781,1.28125,2.23438,3.74219,0.44531,1.66406,0.26563,0.59375,3.55469,1.52344,0.91406,82.57031,72.00781,99.64844,5.7,1.65,1.975
6.82031,3.51563,1.53906,2.23438,3.74219,0.44531,1.66406,0.26563,0.59375,3.61719,1.54688,0.92188,82.57031,72.00781,99.64844,5.7,1.65,1.975
6.82031,3.51563,1.53906,2.22656,3.76563,0.44531,1.6875,0.25781,0.58594,3.61719,1.54688,0.92188,81.60156,72.00781,99.64844,5.7,1.65,1.975
